,adm_date,age,count
1852,2020-10-16,76,1
1853,2020-10-16,78,1
1854,2020-10-17,56,1
1855,2020-10-17,58,1
1856,2020-10-17,67,1
1857,2020-10-17,69,1
1858,2020-10-17,71,1
1859,2020-10-17,76,1
1860,2020-10-17,80,1
1861,2020-10-18,20,1
1862,2020-10-18,24,1
1863,2020-10-18,30,1
1864,2020-10-18,36,1
1865,2020-10-18,53,1
1866,2020-10-18,79,1
1867,2020-10-18,89,1
1868,2020-10-19,32,2
1869,2020-10-19,54,1
1870,2020-10-19,55,1
1871,2020-10-19,56,1
1872,2020-10-19,59,1
1873,2020-10-19,63,2
1874,2020-10-19,73,1
1875,2020-10-19,74,1
1876,2020-10-19,76,1
1877,2020-10-19,78,1
1878,2020-10-20,31,1
1879,2020-10-20,38,1
1880,2020-10-20,41,1
1881,2020-10-20,55,2
1882,2020-10-20,57,1
1883,2020-10-20,62,1
1884,2020-10-20,63,2
1885,2020-10-20,66,1
1886,2020-10-20,67,1
1887,2020-10-20,89,1
1888,2020-10-21,39,1
1889,2020-10-21,47,1
1890,2020-10-21,49,1
1891,2020-10-21,66,2
1892,2020-10-21,78,1
1893,2020-10-21,79,1
1894,2020-10-22,26,1
1895,2020-10-22,38,1
1896,2020-10-22,55,2
1897,2020-10-22,79,1
1898,2020-10-23,32,1
1899,2020-10-23,36,1
1900,2020-10-23,39,1
1901,2020-10-23,41,1
1902,2020-10-23,52,1
1903,2020-10-23,60,1
1904,2020-10-23,63,1
1905,2020-10-23,68,1
1906,2020-10-23,71,1
1907,2020-10-24,19,1
1908,2020-10-24,33,1
1909,2020-10-24,51,1
1910,2020-10-24,61,1
1911,2020-10-24,62,1
1912,2020-10-24,73,1
1913,2020-10-24,77,1
1914,2020-10-24,80,1
1915,2020-10-24,89,1
1916,2020-10-25,20,1
1917,2020-10-25,24,1
1918,2020-10-25,55,1
1919,2020-10-25,59,1
1920,2020-10-25,82,2
1921,2020-10-26,20,1
1922,2020-10-26,27,4
1923,2020-10-26,36,1
1924,2020-10-26,41,2
1925,2020-10-26,48,1
1926,2020-10-26,58,1
1927,2020-10-26,59,1
1928,2020-10-26,64,2
1929,2020-10-26,65,2
1930,2020-10-26,67,1
1931,2020-10-26,78,1
1932,2020-10-26,79,1
1933,2020-10-26,87,1
1934,2020-10-27,25,1
1935,2020-10-27,50,1
1936,2020-10-27,54,1
1937,2020-10-27,56,1
1938,2020-10-27,62,1
1939,2020-10-27,68,1
1940,2020-10-27,69,2
1941,2020-10-27,70,1
1942,2020-10-27,77,1
1943,2020-10-28,40,1
1944,2020-10-28,58,1
1945,2020-10-28,61,1
1946,2020-10-28,62,2
1947,2020-10-28,65,1
1948,2020-10-28,79,1
1949,2020-10-29,21,1
1950,2020-10-29,57,1
1951,2020-10-29,74,1
1952,2020-10-29,75,1
1953,2020-10-29,81,1
1954,2020-10-30,40,1
1955,2020-10-30,44,1
1956,2020-10-30,50,1
1957,2020-10-30,63,1
1958,2020-10-30,68,1
1959,2020-10-31,19,1
1960,2020-10-31,31,1
1961,2020-10-31,43,1
1962,2020-10-31,49,1
1963,2020-10-31,68,2
1964,2020-10-31,69,1
1965,2020-10-31,75,1
1966,2020-10-31,88,1
1967,2020-11-01,30,1
1968,2020-11-01,31,1
1969,2020-11-01,40,1
1970,2020-11-01,55,1
1971,2020-11-01,60,2
1972,2020-11-01,61,1
1973,2020-11-01,64,1
1974,2020-11-01,67,1
1975,2020-11-02,35,1
1976,2020-11-02,45,1
1977,2020-11-02,52,1
1978,2020-11-02,64,1
1979,2020-11-02,66,1
1980,2020-11-02,67,1
1981,2020-11-02,85,1
1982,2020-11-02,89,1
1983,2020-11-03,29,1
1984,2020-11-03,62,1
1985,2020-11-03,65,2
1986,2020-11-03,68,1
1987,2020-11-03,74,1
1988,2020-11-03,89,1
1989,2020-11-04,30,1
1990,2020-11-04,50,1
1991,2020-11-04,59,1
1992,2020-11-04,64,1
1993,2020-11-04,69,1
1994,2020-11-04,79,1
1995,2020-11-04,88,1
1996,2020-11-05,27,1
1997,2020-11-05,31,1
1998,2020-11-05,42,1
1999,2020-11-05,55,1
2000,2020-11-05,58,1
2001,2020-11-05,62,1
2002,2020-11-05,66,1
2003,2020-11-05,67,1
2004,2020-11-05,77,2
2005,2020-11-05,78,1
2006,2020-11-05,82,1
2007,2020-11-06,41,1
2008,2020-11-06,56,1
2009,2020-11-06,57,1
2010,2020-11-06,58,1
2011,2020-11-06,62,1
2012,2020-11-06,68,1
2013,2020-11-06,71,1
2014,2020-11-06,78,1
2015,2020-11-06,85,1
2016,2020-11-07,40,1
2017,2020-11-07,49,1
2018,2020-11-07,66,1
2019,2020-11-07,68,1
2020,2020-11-07,72,1
2021,2020-11-07,83,1
2022,2020-11-07,89,1
2023,2020-11-08,24,1
2024,2020-11-08,31,1
2025,2020-11-08,32,1
2026,2020-11-08,50,1
2027,2020-11-08,61,1
2028,2020-11-08,68,1
2029,2020-11-08,89,1
2030,2020-11-09,21,1
2031,2020-11-09,22,1
2032,2020-11-09,30,3
2033,2020-11-09,31,1
2034,2020-11-09,41,1
2035,2020-11-09,47,1
2036,2020-11-09,58,1
2037,2020-11-09,71,1
2038,2020-11-09,85,1
2039,2020-11-10,23,1
2040,2020-11-10,26,1
2041,2020-11-10,46,1
2042,2020-11-10,63,1
2043,2020-11-10,70,1
2044,2020-11-10,72,1
2045,2020-11-10,74,1
2046,2020-11-10,77,1
2047,2020-11-10,78,1
2048,2020-11-10,80,1
2049,2020-11-10,82,1
2050,2020-11-10,89,2
2051,2020-11-11,34,1
2052,2020-11-11,37,1
2053,2020-11-11,54,1
2054,2020-11-11,56,1
2055,2020-11-11,73,1
2056,2020-11-11,75,1
2057,2020-11-12,19,1
2058,2020-11-12,52,1
2059,2020-11-12,54,1
2060,2020-11-12,56,1
2061,2020-11-12,57,1
2062,2020-11-12,67,1
2063,2020-11-12,69,1
2064,2020-11-12,73,1
2065,2020-11-13,36,1
2066,2020-11-13,48,1
2067,2020-11-13,66,1
2068,2020-11-13,77,1
2069,2020-11-13,84,1
2070,2020-11-13,86,1
2071,2020-11-14,30,1
2072,2020-11-14,33,1
2073,2020-11-14,50,1
2074,2020-11-14,60,1
2075,2020-11-14,61,1
2076,2020-11-14,81,1
2077,2020-11-15,55,1
2078,2020-11-15,60,1
2079,2020-11-15,66,1
2080,2020-11-15,69,1
2081,2020-11-15,72,1
2082,2020-11-15,74,1
2083,2020-11-15,84,1
2084,2020-11-16,22,1
2085,2020-11-16,53,1
2086,2020-11-16,64,1
2087,2020-11-16,66,2
2088,2020-11-16,67,1
2089,2020-11-16,70,1
2090,2020-11-16,73,1
2091,2020-11-16,76,1
2092,2020-11-16,81,1
2093,2020-11-16,85,1
2094,2020-11-17,36,1
2095,2020-11-17,38,1
2096,2020-11-17,46,1
2097,2020-11-17,48,2
2098,2020-11-17,55,1
2099,2020-11-17,58,1
2100,2020-11-17,61,1
2101,2020-11-17,62,2
2102,2020-11-17,65,1
2103,2020-11-17,67,2
2104,2020-11-17,70,2
2105,2020-11-17,73,1
2106,2020-11-17,86,1
2107,2020-11-17,87,1
2108,2020-11-17,89,1
2109,2020-11-18,18,1
2110,2020-11-18,35,1
2111,2020-11-18,39,1
2112,2020-11-18,40,1
2113,2020-11-18,48,1
2114,2020-11-18,58,1
2115,2020-11-18,63,1
2116,2020-11-18,67,1
2117,2020-11-18,68,2
2118,2020-11-18,75,2
2119,2020-11-18,81,1
2120,2020-11-18,89,2
2121,2020-11-19,19,2
2122,2020-11-19,28,1
2123,2020-11-19,30,1
2124,2020-11-19,40,1
2125,2020-11-19,46,1
2126,2020-11-19,48,1
2127,2020-11-19,54,2
2128,2020-11-19,57,2
2129,2020-11-19,62,1
2130,2020-11-19,69,1
2131,2020-11-19,70,1
2132,2020-11-19,73,1
2133,2020-11-19,79,1
2134,2020-11-20,31,1
2135,2020-11-20,32,1
2136,2020-11-20,33,1
2137,2020-11-20,40,1
2138,2020-11-20,46,1
2139,2020-11-20,48,1
2140,2020-11-20,49,1
2141,2020-11-20,51,1
2142,2020-11-20,57,1
2143,2020-11-20,58,1
2144,2020-11-20,59,1
2145,2020-11-20,61,1
2146,2020-11-20,64,1
2147,2020-11-20,67,1
2148,2020-11-20,68,1
2149,2020-11-20,72,2
2150,2020-11-20,89,1
2151,2020-11-21,24,1
2152,2020-11-21,26,1
2153,2020-11-21,31,1
2154,2020-11-21,32,1
2155,2020-11-21,36,1
2156,2020-11-21,37,1
2157,2020-11-21,47,1
2158,2020-11-21,49,1
2159,2020-11-21,63,1
2160,2020-11-21,65,1
2161,2020-11-21,70,2
2162,2020-11-21,72,1
2163,2020-11-21,75,1
2164,2020-11-21,79,1
2165,2020-11-21,84,1
2166,2020-11-21,89,1
2167,2020-11-22,27,1
2168,2020-11-22,47,2
2169,2020-11-22,48,2
2170,2020-11-22,51,1
2171,2020-11-22,56,1
2172,2020-11-22,58,1
2173,2020-11-22,63,1
2174,2020-11-22,68,1
2175,2020-11-23,45,1
2176,2020-11-23,54,2
2177,2020-11-23,58,1
2178,2020-11-23,61,1
2179,2020-11-23,65,1
2180,2020-11-23,69,1
2181,2020-11-23,74,1
2182,2020-11-23,78,1
2183,2020-11-23,89,1
2184,2020-11-24,21,1
2185,2020-11-24,22,1
2186,2020-11-24,24,1
2187,2020-11-24,29,1
2188,2020-11-24,30,2
2189,2020-11-24,42,1
2190,2020-11-24,51,1
2191,2020-11-24,55,1
2192,2020-11-24,56,1
2193,2020-11-24,61,1
2194,2020-11-24,63,1
2195,2020-11-24,64,1
2196,2020-11-24,65,1
2197,2020-11-24,67,1
2198,2020-11-24,68,1
2199,2020-11-24,72,1
2200,2020-11-24,76,1
2201,2020-11-24,77,2
2202,2020-11-24,80,1
2203,2020-11-24,89,1
2204,2020-11-25,30,1
2205,2020-11-25,42,1
2206,2020-11-25,49,1
2207,2020-11-25,54,1
2208,2020-11-25,55,1
2209,2020-11-25,57,3
2210,2020-11-25,59,1
2211,2020-11-25,61,2
2212,2020-11-25,63,1
2213,2020-11-25,66,1
2214,2020-11-25,67,1
2215,2020-11-25,70,2
2216,2020-11-25,71,1
2217,2020-11-25,72,2
2218,2020-11-25,78,1
2219,2020-11-25,80,1
2220,2020-11-25,85,1
2221,2020-11-25,86,1
2222,2020-11-26,32,1
2223,2020-11-26,39,2
2224,2020-11-26,42,1
2225,2020-11-26,44,1
2226,2020-11-26,46,1
2227,2020-11-26,52,1
2228,2020-11-26,55,2
2229,2020-11-26,58,1
2230,2020-11-26,61,1
2231,2020-11-26,62,1
2232,2020-11-26,65,1
2233,2020-11-26,66,1
2234,2020-11-26,68,1
2235,2020-11-26,71,1
2236,2020-11-26,72,1
2237,2020-11-26,73,1
2238,2020-11-26,85,1
2239,2020-11-26,86,1
2240,2020-11-26,89,1
2241,2020-11-27,21,2
2242,2020-11-27,25,1
2243,2020-11-27,33,2
2244,2020-11-27,38,1
2245,2020-11-27,45,1
2246,2020-11-27,47,1
2247,2020-11-27,49,1
2248,2020-11-27,51,1
2249,2020-11-27,53,1
2250,2020-11-27,57,1
2251,2020-11-27,58,2
2252,2020-11-27,60,1
2253,2020-11-27,68,1
2254,2020-11-27,69,1
2255,2020-11-27,70,1
2256,2020-11-27,75,2
2257,2020-11-27,80,1
2258,2020-11-27,89,1
2259,2020-11-28,20,1
2260,2020-11-28,38,2
2261,2020-11-28,45,1
2262,2020-11-28,46,1
2263,2020-11-28,50,1
2264,2020-11-28,51,2
2265,2020-11-28,52,1
2266,2020-11-28,56,1
2267,2020-11-28,57,1
2268,2020-11-28,65,1
2269,2020-11-28,66,1
2270,2020-11-28,67,1
2271,2020-11-28,68,1
2272,2020-11-28,69,1
2273,2020-11-28,71,1
2274,2020-11-28,72,1
2275,2020-11-28,78,1
2276,2020-11-28,79,1
2277,2020-11-29,28,1
2278,2020-11-29,29,1
2279,2020-11-29,36,1
2280,2020-11-29,37,1
2281,2020-11-29,40,1
2282,2020-11-29,44,1
2283,2020-11-29,45,2
2284,2020-11-29,46,1
2285,2020-11-29,47,2
2286,2020-11-29,48,1
2287,2020-11-29,53,2
2288,2020-11-29,54,1
2289,2020-11-29,56,1
2290,2020-11-29,58,1
2291,2020-11-29,61,1
2292,2020-11-29,62,1
2293,2020-11-29,63,1
2294,2020-11-29,65,1
2295,2020-11-29,67,2
2296,2020-11-29,69,1
2297,2020-11-29,73,1
2298,2020-11-29,74,1
2299,2020-11-29,80,1
2300,2020-11-29,82,1
2301,2020-11-29,83,2
2302,2020-11-29,86,2
2303,2020-11-29,89,3
2304,2020-11-30,27,1
2305,2020-11-30,31,1
2306,2020-11-30,33,1
2307,2020-11-30,36,2
2308,2020-11-30,40,1
2309,2020-11-30,44,1
2310,2020-11-30,45,1
2311,2020-11-30,50,1
2312,2020-11-30,51,1
2313,2020-11-30,52,1
2314,2020-11-30,54,1
2315,2020-11-30,55,3
2316,2020-11-30,57,1
2317,2020-11-30,59,4
2318,2020-11-30,62,1
2319,2020-11-30,64,1
2320,2020-11-30,65,1
2321,2020-11-30,66,1
2322,2020-11-30,68,1
2323,2020-11-30,69,1
2324,2020-11-30,70,3
2325,2020-11-30,73,1
2326,2020-11-30,76,2
2327,2020-11-30,77,1
2328,2020-11-30,78,1
2329,2020-11-30,79,1
2330,2020-11-30,86,2
2331,2020-11-30,87,1
2332,2020-11-30,89,1
2333,2020-12-01,33,2
2334,2020-12-01,39,1
2335,2020-12-01,44,2
2336,2020-12-01,49,1
2337,2020-12-01,50,3
2338,2020-12-01,53,2
2339,2020-12-01,56,1
2340,2020-12-01,61,1
2341,2020-12-01,62,1
2342,2020-12-01,63,1
2343,2020-12-01,64,3
2344,2020-12-01,65,1
2345,2020-12-01,67,1
2346,2020-12-01,68,2
2347,2020-12-01,69,1
2348,2020-12-01,70,2
2349,2020-12-01,72,1
2350,2020-12-01,75,2
2351,2020-12-01,76,1
2352,2020-12-01,80,1
2353,2020-12-01,81,1
2354,2020-12-01,89,2
2355,2020-12-02,20,1
2356,2020-12-02,24,1
2357,2020-12-02,26,1
2358,2020-12-02,27,1
2359,2020-12-02,39,1
2360,2020-12-02,40,1
2361,2020-12-02,47,1
2362,2020-12-02,49,1
2363,2020-12-02,55,1
2364,2020-12-02,59,1
2365,2020-12-02,60,1
2366,2020-12-02,66,1
2367,2020-12-02,67,2
2368,2020-12-02,69,2
2369,2020-12-02,70,1
2370,2020-12-02,72,1
2371,2020-12-02,73,1
2372,2020-12-02,74,1
2373,2020-12-02,75,2
2374,2020-12-02,76,2
2375,2020-12-02,81,1
2376,2020-12-02,86,1
2377,2020-12-02,88,1
2378,2020-12-02,89,1
2379,2020-12-03,20,1
2380,2020-12-03,23,1
2381,2020-12-03,35,2
2382,2020-12-03,37,1
2383,2020-12-03,41,1
2384,2020-12-03,47,1
2385,2020-12-03,48,1
2386,2020-12-03,49,1
2387,2020-12-03,50,1
2388,2020-12-03,55,1
2389,2020-12-03,56,1
2390,2020-12-03,58,2
2391,2020-12-03,59,2
2392,2020-12-03,60,1
2393,2020-12-03,64,1
2394,2020-12-03,65,2
2395,2020-12-03,67,1
2396,2020-12-03,70,1
2397,2020-12-03,71,3
2398,2020-12-03,73,1
2399,2020-12-03,76,1
2400,2020-12-03,77,1
2401,2020-12-03,78,1
2402,2020-12-03,81,1
2403,2020-12-04,26,2
2404,2020-12-04,33,1
2405,2020-12-04,34,1
2406,2020-12-04,35,2
2407,2020-12-04,36,1
2408,2020-12-04,37,1
2409,2020-12-04,40,1
2410,2020-12-04,52,1
2411,2020-12-04,54,2
2412,2020-12-04,55,1
2413,2020-12-04,56,1
2414,2020-12-04,58,1
2415,2020-12-04,59,3
2416,2020-12-04,60,2
2417,2020-12-04,61,1
2418,2020-12-04,62,1
2419,2020-12-04,63,1
2420,2020-12-04,64,1
2421,2020-12-04,68,1
2422,2020-12-04,69,3
2423,2020-12-04,70,2
2424,2020-12-04,72,1
2425,2020-12-04,73,1
2426,2020-12-04,74,1
2427,2020-12-04,75,1
2428,2020-12-04,76,1
2429,2020-12-04,78,1
2430,2020-12-04,79,2
2431,2020-12-04,83,1
2432,2020-12-04,84,1
2433,2020-12-04,85,1
2434,2020-12-04,88,1
2435,2020-12-05,21,1
2436,2020-12-05,24,1
2437,2020-12-05,29,1
2438,2020-12-05,33,1
2439,2020-12-05,34,1
2440,2020-12-05,39,1
2441,2020-12-05,41,1
2442,2020-12-05,42,1
2443,2020-12-05,45,1
2444,2020-12-05,46,2
2445,2020-12-05,50,1
2446,2020-12-05,53,1
2447,2020-12-05,59,1
2448,2020-12-05,60,1
2449,2020-12-05,64,1
2450,2020-12-05,69,1
2451,2020-12-05,73,1
2452,2020-12-05,74,1
2453,2020-12-05,75,1
2454,2020-12-05,77,1
2455,2020-12-05,78,1
2456,2020-12-05,79,1
2457,2020-12-05,85,1
2458,2020-12-05,87,1
2459,2020-12-05,88,1
2460,2020-12-05,89,3
2461,2020-12-06,32,2
2462,2020-12-06,36,1
2463,2020-12-06,39,1
2464,2020-12-06,40,1
2465,2020-12-06,43,1
2466,2020-12-06,44,1
2467,2020-12-06,45,1
2468,2020-12-06,49,2
2469,2020-12-06,54,1
2470,2020-12-06,56,1
2471,2020-12-06,59,1
2472,2020-12-06,61,2
2473,2020-12-06,65,1
2474,2020-12-06,67,2
2475,2020-12-06,68,1
2476,2020-12-06,69,2
2477,2020-12-06,71,2
2478,2020-12-06,74,2
2479,2020-12-06,77,1
2480,2020-12-06,81,1
2481,2020-12-06,82,1
2482,2020-12-06,83,1
2483,2020-12-06,89,1
2484,2020-12-07,20,1
2485,2020-12-07,28,1
2486,2020-12-07,29,1
2487,2020-12-07,30,1
2488,2020-12-07,37,1
2489,2020-12-07,38,1
2490,2020-12-07,39,2
2491,2020-12-07,41,1
2492,2020-12-07,43,1
2493,2020-12-07,50,1
2494,2020-12-07,51,1
2495,2020-12-07,53,2
2496,2020-12-07,54,2
2497,2020-12-07,57,1
2498,2020-12-07,58,1
2499,2020-12-07,61,2
2500,2020-12-07,63,1
2501,2020-12-07,64,2
2502,2020-12-07,65,1
2503,2020-12-07,66,2
2504,2020-12-07,67,2
2505,2020-12-07,70,3
2506,2020-12-07,71,1
2507,2020-12-07,72,1
2508,2020-12-07,73,2
2509,2020-12-07,77,1
2510,2020-12-07,78,1
2511,2020-12-07,79,1
2512,2020-12-07,81,1
2513,2020-12-07,82,1
2514,2020-12-07,83,2
2515,2020-12-07,84,3
2516,2020-12-07,88,1
2517,2020-12-07,89,2
2518,2020-12-08,19,1
2519,2020-12-08,28,1
2520,2020-12-08,29,1
2521,2020-12-08,30,1
2522,2020-12-08,33,2
2523,2020-12-08,39,1
2524,2020-12-08,42,3
2525,2020-12-08,44,1
2526,2020-12-08,49,1
2527,2020-12-08,51,2
2528,2020-12-08,56,2
2529,2020-12-08,58,1
2530,2020-12-08,60,1
2531,2020-12-08,61,2
2532,2020-12-08,62,3
2533,2020-12-08,64,1
2534,2020-12-08,65,3
2535,2020-12-08,66,1
2536,2020-12-08,67,1
2537,2020-12-08,68,2
2538,2020-12-08,69,1
2539,2020-12-08,73,2
2540,2020-12-08,74,1
2541,2020-12-08,76,1
2542,2020-12-08,77,2
2543,2020-12-08,78,1
2544,2020-12-08,80,1
2545,2020-12-08,81,2
2546,2020-12-08,89,3
2547,2020-12-09,18,1
2548,2020-12-09,31,1
2549,2020-12-09,38,1
2550,2020-12-09,39,2
2551,2020-12-09,42,1
2552,2020-12-09,43,2
2553,2020-12-09,44,1
2554,2020-12-09,45,1
2555,2020-12-09,48,1
2556,2020-12-09,50,2
2557,2020-12-09,51,1
2558,2020-12-09,54,1
2559,2020-12-09,55,1
2560,2020-12-09,56,1
2561,2020-12-09,57,2
2562,2020-12-09,58,1
2563,2020-12-09,59,2
2564,2020-12-09,60,1
2565,2020-12-09,62,2
2566,2020-12-09,63,1
2567,2020-12-09,64,2
2568,2020-12-09,65,1
2569,2020-12-09,67,1
2570,2020-12-09,69,3
2571,2020-12-09,70,1
2572,2020-12-09,71,2
2573,2020-12-09,72,1
2574,2020-12-09,73,1
2575,2020-12-09,74,2
2576,2020-12-09,75,2
2577,2020-12-09,76,2
2578,2020-12-09,77,3
2579,2020-12-09,78,1
2580,2020-12-09,79,1
2581,2020-12-09,80,2
2582,2020-12-09,83,1
2583,2020-12-09,85,1
2584,2020-12-09,88,1
2585,2020-12-09,89,1
2586,2020-12-10,20,1
2587,2020-12-10,25,1
2588,2020-12-10,27,1
2589,2020-12-10,31,1
2590,2020-12-10,33,1
2591,2020-12-10,35,1
2592,2020-12-10,39,1
2593,2020-12-10,41,1
2594,2020-12-10,44,3
2595,2020-12-10,48,1
2596,2020-12-10,52,3
2597,2020-12-10,54,1
2598,2020-12-10,58,3
2599,2020-12-10,59,2
2600,2020-12-10,61,1
2601,2020-12-10,62,1
2602,2020-12-10,63,1
2603,2020-12-10,64,1
2604,2020-12-10,65,1
2605,2020-12-10,66,4
2606,2020-12-10,67,1
2607,2020-12-10,68,1
2608,2020-12-10,69,2
2609,2020-12-10,70,1
2610,2020-12-10,71,1
2611,2020-12-10,73,1
2612,2020-12-10,74,1
2613,2020-12-10,76,2
2614,2020-12-10,77,3
2615,2020-12-10,78,1
2616,2020-12-10,79,1
2617,2020-12-10,80,2
2618,2020-12-10,81,1
2619,2020-12-10,82,1
2620,2020-12-10,83,1
2621,2020-12-10,89,3
2622,2020-12-11,26,1
2623,2020-12-11,30,1
2624,2020-12-11,34,2
2625,2020-12-11,35,1
2626,2020-12-11,39,1
2627,2020-12-11,45,1
2628,2020-12-11,47,1
2629,2020-12-11,48,1
2630,2020-12-11,49,1
2631,2020-12-11,51,1
2632,2020-12-11,52,2
2633,2020-12-11,53,1
2634,2020-12-11,54,1
2635,2020-12-11,55,3
2636,2020-12-11,56,1
2637,2020-12-11,57,1
2638,2020-12-11,58,1
2639,2020-12-11,59,1
2640,2020-12-11,60,3
2641,2020-12-11,61,2
2642,2020-12-11,63,1
2643,2020-12-11,64,1
2644,2020-12-11,66,2
2645,2020-12-11,67,1
2646,2020-12-11,68,1
2647,2020-12-11,69,1
2648,2020-12-11,72,1
2649,2020-12-11,73,1
2650,2020-12-11,74,1
2651,2020-12-11,75,2
2652,2020-12-11,76,1
2653,2020-12-11,77,1
2654,2020-12-11,78,2
2655,2020-12-11,79,2
2656,2020-12-11,80,2
2657,2020-12-11,85,1
2658,2020-12-11,87,2
2659,2020-12-11,89,4
2660,2020-12-12,28,1
2661,2020-12-12,32,2
2662,2020-12-12,41,2
2663,2020-12-12,43,1
2664,2020-12-12,49,1
2665,2020-12-12,51,3
2666,2020-12-12,52,1
2667,2020-12-12,54,1
2668,2020-12-12,58,1
2669,2020-12-12,59,1
2670,2020-12-12,60,1
2671,2020-12-12,61,1
2672,2020-12-12,65,1
2673,2020-12-12,69,2
2674,2020-12-12,70,1
2675,2020-12-12,73,2
2676,2020-12-12,74,1
2677,2020-12-12,76,5
2678,2020-12-12,77,2
2679,2020-12-12,81,1
2680,2020-12-12,82,1
2681,2020-12-12,87,2
2682,2020-12-12,88,3
2683,2020-12-12,89,5
2684,2020-12-13,20,1
2685,2020-12-13,25,1
2686,2020-12-13,26,1
2687,2020-12-13,30,1
2688,2020-12-13,31,1
2689,2020-12-13,34,1
2690,2020-12-13,40,1
2691,2020-12-13,42,1
2692,2020-12-13,44,2
2693,2020-12-13,46,1
2694,2020-12-13,48,1
2695,2020-12-13,49,1
2696,2020-12-13,50,3
2697,2020-12-13,52,2
2698,2020-12-13,53,1
2699,2020-12-13,55,1
2700,2020-12-13,58,1
2701,2020-12-13,60,1
2702,2020-12-13,61,1
2703,2020-12-13,63,1
2704,2020-12-13,64,2
2705,2020-12-13,66,4
2706,2020-12-13,69,3
2707,2020-12-13,70,1
2708,2020-12-13,74,2
2709,2020-12-13,82,1
2710,2020-12-13,86,1
2711,2020-12-13,88,1
2712,2020-12-13,89,5
2713,2020-12-14,18,2
2714,2020-12-14,22,1
2715,2020-12-14,27,1
2716,2020-12-14,28,2
2717,2020-12-14,30,1
2718,2020-12-14,31,2
2719,2020-12-14,33,2
2720,2020-12-14,42,1
2721,2020-12-14,43,1
2722,2020-12-14,44,1
2723,2020-12-14,46,1
2724,2020-12-14,47,1
2725,2020-12-14,48,2
2726,2020-12-14,51,5
2727,2020-12-14,56,2
2728,2020-12-14,59,2
2729,2020-12-14,63,3
2730,2020-12-14,64,1
2731,2020-12-14,66,2
2732,2020-12-14,67,2
2733,2020-12-14,68,2
2734,2020-12-14,69,1
2735,2020-12-14,70,2
2736,2020-12-14,72,1
2737,2020-12-14,74,1
2738,2020-12-14,75,1
2739,2020-12-14,76,1
2740,2020-12-14,77,1
2741,2020-12-14,81,1
2742,2020-12-14,84,2
2743,2020-12-14,85,1
2744,2020-12-14,86,1
2745,2020-12-14,88,1
2746,2020-12-14,89,6
2747,2020-12-15,21,1
2748,2020-12-15,27,1
2749,2020-12-15,28,1
2750,2020-12-15,30,1
2751,2020-12-15,31,2
2752,2020-12-15,33,1
